year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2024,北海道コンサドーレ札幌,浅野　雄也,MF,22,4,1,26.41,1.45,13.69,0.75,13.14,0.72
2024,北海道コンサドーレ札幌,近藤　友喜,MF,29,5,3,40.19,1.63,21.48,0.87,12.40,0.50
2024,北海道コンサドーレ札幌,田中　克幸,MF,17,1,0,,,,,5.88,1.76
2024,北海道コンサドーレ札幌,原　康介,MF,12,2,0,,,,,4.59,1.60
2024,北海道コンサドーレ札幌,宮澤　裕樹,MF,21,1,0,,,8.02,0.73,,
2024,北海道コンサドーレ札幌,駒井　善成,MF,36,6,1,52.42,1.48,23.96,0.68,16.22,0.46
2024,サガン鳥栖,福田　晃斗,MF,30,3,1,31.85,1.35,,,10.75,0.46
2024,サガン鳥栖,河田　篤秀,FW,4,1,0,,,,,3.13,4.70
2024,サガン鳥栖,長沼　洋一,MF,23,4,0,23.47,1.11,12.98,0.61,12.07,0.57
2024,サガン鳥栖,富樫　敬真,FW,37,2,0,,,16.08,0.59,5.58,0.21
2024,サガン鳥栖,山﨑　浩介,DF,30,1,0,24.99,0.92,,,,
2024,サガン鳥栖,木村　誠二,DF,26,1,0,25.18,1.12,,,,
2024,サガン鳥栖,中原　輝,MF,22,2,3,23.68,1.58,13.45,0.90,7.52,0.50
2024,サガン鳥栖,キム　テヒョン,DF,26,0,0,24.49,1.04,,,,
2024,サガン鳥栖,原田　亘,DF,32,3,2,40.37,1.32,16.09,0.52,9.93,0.32
2024,サガン鳥栖,河原　創,MF,26,1,3,33.09,1.41,,,,
2024,サガン鳥栖,横山　歩夢,FW,24,5,3,35.03,2.45,34.07,2.39,16.06,1.12
2024,サガン鳥栖,久保　藤次郎,MF,7,2,0,,,8.89,1.74,5.86,1.15
2024,サガン鳥栖,西矢　健人,MF,11,0,0,,,12.41,1.42,,
2024,サガン鳥栖,日野　翔太,MF,14,0,0,,,11.21,1.62,,
2024,サガン鳥栖,マルセロ　ヒアン,FW,30,14,3,21.42,0.89,49.09,2.04,37.41,1.55
2024,サガン鳥栖,ヴィキンタス　スリヴカ,MF,14,2,0,,,9.56,0.96,5.50,0.55
2024,徳島ヴォルティス,永木　亮太,MF,27,0,0,24.46,1.23,,,,
2024,徳島ヴォルティス,チアゴ　アウベス,FW,19,1,0,,,22.30,2.30,,
2024,徳島ヴォルティス,渡　大生,FW,34,9,0,,,30.23,1.67,25.51,1.41
2024,徳島ヴォルティス,杉本　太郎,MF,31,2,1,27.52,1.52,16.54,0.91,5.55,0.31
2024,徳島ヴォルティス,杉森　考起,MF,19,0,0,,,16.09,1.60,,
2024,徳島ヴォルティス,エウシーニョ,DF,32,3,3,41.06,1.62,15.26,0.60,10.80,0.43
2024,徳島ヴォルティス,柳澤　亘,DF,5,1,0,,,,,3.39,2.42
2024,徳島ヴォルティス,坪井　清志郎,FW,23,5,0,,,11.40,1.31,13.29,1.52
2024,徳島ヴォルティス,児玉　駿斗,MF,30,2,2,47.50,1.81,12.85,0.49,5.66,0.22
2024,徳島ヴォルティス,ブラウン　ノア　賢信,FW,34,7,4,27.25,1.15,23.78,1.00,10.58,0.45
2024,徳島ヴォルティス,鹿沼　直生,MF,12,4,0,,,,,8.81,0.88
2024,徳島ヴォルティス,髙田　颯也,MF,34,0,2,31.22,3.06,9.75,0.96,,
2024,徳島ヴォルティス,橋本　健人,DF,21,1,3,41.39,2.23,10.02,0.54,5.77,0.31
2024,徳島ヴォルティス,森　昂大,DF,38,1,0,35.35,0.94,,,2.62,0.07
2024,徳島ヴォルティス,カイケ,DF,31,0,0,22.33,1.00,,,,
2024,徳島ヴォルティス,青木　駿人,DF,26,0,1,28.28,1.20,,,,
2024,大分トリニータ,中川　寛斗,MF,28,0,0,21.93,1.27,,,,
2024,大分トリニータ,野村　直輝,MF,34,3,4,60.77,2.12,26.21,0.92,8.42,0.29
2024,大分トリニータ,香川　勇気,DF,20,0,1,21.90,1.33,,,,
2024,大分トリニータ,渡邉　新太,FW,27,5,0,,,22.31,1.17,13.54,0.71
2024,大分トリニータ,野嶽　惇也,MF,28,0,0,26.40,1.03,,,,
2024,大分トリニータ,髙橋　大悟,MF,10,1,0,,,,,3.14,0.52
2024,大分トリニータ,鮎川　峻,FW,15,3,0,,,10.96,1.32,5.52,0.67
2024,大分トリニータ,弓場　将輝,MF,32,1,0,34.66,1.43,16.43,0.68,3.14,0.13
2024,大分トリニータ,安藤　智哉,DF,37,0,0,45.31,1.25,13.04,0.36,,
2024,大分トリニータ,藤原　優大,DF,24,1,0,27.00,1.27,,,2.62,0.12
2024,大分トリニータ,宇津元　伸弥,FW,32,0,3,22.02,1.12,11.71,0.60,,
2024,大分トリニータ,ペレイラ,DF,27,2,0,,,10.42,0.50,6.08,0.29
2024,大分トリニータ,保田　堅心,MF,31,4,1,30.59,1.36,22.47,1.00,15.02,0.67
2024,大分トリニータ,デルラン,DF,17,2,0,,,,,3.89,0.45
2024,大分トリニータ,吉田　真那斗,DF,16,1,0,,,16.62,1.18,,
2024,大分トリニータ,小酒井　新大,MF,28,0,0,22.60,1.29,,,,
2024,大分トリニータ,長沢　駿,FW,28,6,0,,,16.86,1.02,12.96,0.78
2024,ベガルタ仙台,長澤　和輝,MF,27,1,3,40.67,1.82,,,4.05,0.18
2024,ベガルタ仙台,中山　仁斗,FW,25,6,0,,,10.06,0.99,12.71,1.25
2024,ベガルタ仙台,エロン,FW,30,3,0,,,25.08,1.52,6.87,0.42
2024,ベガルタ仙台,郷家　友太,MF,38,5,4,28.37,0.81,26.51,0.76,11.49,0.33
2024,ベガルタ仙台,中島　元彦,FW,38,13,5,46.82,1.42,69.13,2.09,30.49,0.92
2024,ベガルタ仙台,小出　悠太,DF,35,0,1,41.44,1.33,,,,
2024,ベガルタ仙台,工藤　蒼生,MF,25,1,0,,,,,3.14,0.20
2024,ベガルタ仙台,相良　竜之介,MF,36,9,4,42.24,1.71,33.01,1.34,32.39,1.31
2024,ベガルタ仙台,有田　恵人,MF,12,0,0,,,6.50,1.89,,
2024,ベガルタ仙台,菅田　真啓,DF,38,3,2,43.39,1.16,17.76,0.47,8.80,0.23
2024,ベガルタ仙台,松井　蓮之,MF,31,1,1,38.31,1.58,,,,
2024,ベガルタ仙台,オナイウ　情滋,MF,32,2,4,36.15,2.29,12.06,0.76,5.60,0.35
2024,ベガルタ仙台,髙田　椋汰,DF,27,2,1,32.19,1.31,13.67,0.56,8.94,0.36
2024,ベガルタ仙台,石尾　陸登,DF,24,0,0,31.57,1.62,6.21,0.32,,
2025,鹿島アントラーズ,植田　直通,DF,38,2,4,32.68,0.86,15.33,0.40,,
2025,鹿島アントラーズ,安西　幸輝,DF,19,0,4,28.96,1.56,,,,
2025,鹿島アントラーズ,鈴木　優磨,FW,38,10,5,50.59,1.40,35.26,0.97,22.25,0.61
2025,鹿島アントラーズ,三竿　健斗,MF,29,0,0,30.00,1.50,,,,
2025,鹿島アントラーズ,小池　龍太,DF,30,1,4,37.06,1.42,12.11,0.46,,
2025,鹿島アントラーズ,レオ　セアラ,FW,34,21,0,25.87,0.95,54.26,1.98,54.97,2.01
2025,鹿島アントラーズ,田川　亨介,FW,25,3,0,,,8.81,1.02,8.90,1.03
2025,鹿島アントラーズ,知念　慶,MF,29,4,0,,,16.14,0.98,7.65,0.47
2025,鹿島アントラーズ,荒木　遼太郎,MF,19,0,0,,,10.54,1.18,,
2025,鹿島アントラーズ,松村　優太,MF,38,3,6,32.94,2.00,19.51,1.18,7.68,0.47
2025,鹿島アントラーズ,舩橋　佑,MF,31,2,2,26.56,1.57,,,7.05,0.42
2025,鹿島アントラーズ,師岡　柊生,FW,11,2,0,,,,,8.05,1.62
2025,鹿島アントラーズ,徳田　誉,FW,9,2,0,,,,,7.62,6.18
2025,鹿島アントラーズ,濃野　公人,DF,27,1,0,29.78,1.36,,,3.96,0.18
2025,鹿島アントラーズ,チャヴリッチ,FW,31,3,4,28.34,1.30,24.51,1.12,6.10,0.28
2025,鹿島アントラーズ,ターレス　ブレーネル,MF,12,1,0,,,8.65,2.42,,
2025,浦和レッズ,中島　翔哉,MF,17,1,0,,,13.08,2.26,5.42,0.94
2025,浦和レッズ,関根　貴大,MF,34,1,0,,,9.18,0.58,,
2025,浦和レッズ,渡邊　凌磨,MF,29,7,3,31.89,1.45,23.97,1.09,22.55,1.02
2025,浦和レッズ,イサーク　キーセ　テリン,FW,10,2,0,,,12.74,2.04,5.53,0.89
2025,浦和レッズ,石原　広教,DF,30,1,2,34.10,1.26,,,,
2025,浦和レッズ,荻原　拓也,DF,26,0,1,26.23,1.39,,,,
2025,浦和レッズ,金子　拓郎,MF,33,1,4,52.98,2.10,24.72,0.98,,
2025,浦和レッズ,松尾　佑介,MF,32,4,0,30.28,1.47,26.97,1.31,13.04,0.63
2025,浦和レッズ,マテウス　サヴィオ,MF,37,4,8,62.10,2.04,41.70,1.37,14.70,0.48
2025,浦和レッズ,チアゴ　サンタナ,FW,19,5,0,,,27.85,2.36,16.47,1.40
2025,浦和レッズ,安居　海渡,MF,38,1,2,42.39,1.22,18.28,0.53,,
2025,浦和レッズ,小森　飛絢,FW,11,4,0,,,,,9.40,1.80
2025,浦和レッズ,マリウス　ホイブラーテン,DF,36,2,0,30.46,0.85,,,5.53,0.15
2025,浦和レッズ,肥田野　蓮治,FW,1,1,0,,,,,4.06,4.81
2025,浦和レッズ,サミュエル　グスタフソン,MF,32,3,1,49.41,1.81,,,9.39,0.34
2025,浦和レッズ,ダニーロ　ボザ,DF,35,1,0,40.72,1.16,12.18,0.35,,
2025,柏レイソル,仲間　隼斗,MF,24,2,0,,,16.36,1.58,,
2025,柏レイソル,木下　康介,FW,14,3,0,,,,,10.67,2.50
2025,柏レイソル,小屋松　知哉,MF,37,3,10,77.15,2.59,13.90,0.47,9.52,0.32
2025,柏レイソル,小泉　佳穂,MF,35,7,4,74.57,2.30,38.93,1.20,17.60,0.54
2025,柏レイソル,垣田　裕暉,FW,38,6,4,26.86,1.08,22.29,0.89,13.06,0.52
2025,柏レイソル,瀬川　祐輔,MF,12,3,0,,,14.31,2.52,,
2025,柏レイソル,三丸　拡,DF,18,1,0,,,,,6.27,0.45
2025,柏レイソル,古賀　太陽,DF,38,0,0,55.38,1.46,,,,
2025,柏レイソル,ジエゴ,DF,33,5,0,,,14.75,1.19,18.73,1.51
2025,柏レイソル,渡井　理己,MF,28,1,2,31.10,1.82,,,,
2025,柏レイソル,山田　雄士,MF,25,2,2,32.51,1.59,13.81,0.67,8.51,0.42
2025,柏レイソル,細谷　真大,FW,36,11,0,,,40.49,2.58,27.97,1.78
2025,柏レイソル,原田　亘,DF,32,2,0,59.36,1.96,,,,
2025,柏レイソル,久保　藤次郎,MF,31,7,4,66.49,2.35,27.82,0.98,19.29,0.68
2025,柏レイソル,中川　敦瑛,MF,21,3,4,38.46,2.08,17.25,0.93,9.11,0.49
2025,柏レイソル,熊坂　光希,MF,18,0,1,25.05,1.43,,,,
2025,東京ヴェルディ,宮原　和也,DF,32,0,0,26.83,0.90,,,,
2025,東京ヴェルディ,福田　湧矢,MF,29,1,2,27.22,1.48,20.86,1.13,,
2025,東京ヴェルディ,齋藤　功佑,MF,37,1,3,44.80,1.49,16.01,0.53,2.61,0.09
2025,東京ヴェルディ,平川　怜,MF,34,0,0,30.83,1.22,9.42,0.37,,
2025,東京ヴェルディ,翁長　聖,MF,24,0,1,19.99,1.03,,,,
2025,東京ヴェルディ,森田　晃樹,MF,33,0,3,41.42,1.40,7.87,0.27,,
2025,東京ヴェルディ,川﨑　修平,FW,16,1,0,,,,,2.94,0.85
2025,東京ヴェルディ,染野　唯月,FW,37,5,0,,,39.26,1.67,10.26,0.44
2025,東京ヴェルディ,松橋　優安,MF,34,0,1,19.20,1.34,10.79,0.75,,
2025,東京ヴェルディ,山見　大登,FW,18,1,0,,,16.36,1.59,3.96,0.39
2025,東京ヴェルディ,木村　勇大,FW,20,2,0,,,,,4.45,0.31
2025,東京ヴェルディ,谷口　栄斗,DF,35,3,1,40.40,1.18,11.72,0.34,8.29,0.24
2025,東京ヴェルディ,熊取谷　一星,FW,11,1,0,,,,,5.53,2.83
2025,東京ヴェルディ,綱島　悠斗,MF,23,3,1,24.19,1.09,15.76,0.71,7.81,0.35
2025,東京ヴェルディ,新井　悠太,MF,37,2,1,36.39,1.22,15.71,0.53,8.02,0.27
2025,東京ヴェルディ,平尾　勇人,FW,6,1,0,,,,,2.61,1.14
2025,川崎フロンターレ,ファンウェルメスケルケン際,DF,26,0,4,35.31,1.52,,,,
2025,川崎フロンターレ,脇坂　泰斗,MF,36,7,8,48.72,1.48,33.69,1.02,20.99,0.64
2025,川崎フロンターレ,伊藤　達哉,FW,35,13,3,49.98,2.17,43.51,1.89,45.74,1.98
2025,川崎フロンターレ,宮城　天,FW,19,4,0,,,10.83,2.76,7.41,1.89
2025,川崎フロンターレ,山本　悠樹,MF,35,4,3,59.00,1.92,10.45,0.34,15.19,0.49
2025,川崎フロンターレ,河原　創,MF,37,2,2,45.32,1.60,,,6.47,0.23
2025,川崎フロンターレ,橘田　健人,MF,30,1,0,,,11.04,0.77,,
2025,川崎フロンターレ,佐々木　旭,DF,37,3,2,56.51,1.71,14.21,0.43,8.14,0.25
2025,川崎フロンターレ,三浦　颯太,DF,24,0,6,37.24,1.60,,,,
2025,川崎フロンターレ,マルシーニョ,FW,37,6,3,37.08,1.33,23.83,0.86,12.21,0.44
2025,川崎フロンターレ,高井　幸大,DF,22,2,0,24.18,1.14,,,,
2025,川崎フロンターレ,山田　新,FW,21,2,0,,,17.71,1.39,,
2025,川崎フロンターレ,大関　友翔,MF,25,2,0,,,,,5.81,0.87
2025,川崎フロンターレ,エリソン,FW,29,12,0,,,56.79,3.12,33.47,1.84
2025,川崎フロンターレ,セサル　アイダル,DF,3,1,0,,,,,5.29,2.13
2025,川崎フロンターレ,家長　昭博,MF,29,1,1,36.98,2.69,12.61,0.92,,
2025,清水エスパルス,矢島　慎也,MF,30,1,0,,,,,2.63,0.23
2025,清水エスパルス,小塚　和季,MF,17,2,0,,,8.55,1.79,5.81,1.22
2025,清水エスパルス,北川　航也,FW,37,10,0,31.81,1.26,30.16,1.20,12.91,0.51
2025,清水エスパルス,北爪　健吾,DF,21,0,1,22.62,1.73,,,,
2025,清水エスパルス,中原　輝,MF,26,2,0,,,,,8.73,0.80
2025,清水エスパルス,髙橋　利樹,FW,14,5,0,,,11.05,0.95,10.79,0.93
2025,清水エスパルス,住吉　ジェラニレショーン,DF,33,1,0,32.30,1.06,,,,
2025,清水エスパルス,松崎　快,MF,33,4,5,36.68,1.77,16.44,0.79,15.70,0.76
2025,清水エスパルス,山原　怜音,DF,30,1,4,51.59,2.06,16.28,0.65,4.36,0.17
2025,清水エスパルス,宇野　禅斗,MF,27,0,1,23.43,1.05,17.08,0.77,,
2025,清水エスパルス,カピシャーバ,MF,26,2,2,33.35,1.61,15.90,0.77,3.70,0.18
2025,清水エスパルス,高木　践,DF,29,3,3,31.78,1.50,9.17,0.43,4.89,0.23
2025,清水エスパルス,マテウス　ブエノ,MF,37,1,2,76.41,2.07,13.11,0.36,,
2025,清水エスパルス,乾　貴士,MF,38,3,2,61.64,2.08,44.88,1.51,12.90,0.43
2025,京都サンガF.C.,鈴木　義宜,DF,37,1,0,22.35,0.63,,,,
2025,京都サンガF.C.,奥川　雅也,MF,29,7,0,,,22.27,1.56,19.82,1.39
2025,京都サンガF.C.,平戸　太貴,MF,34,0,7,33.75,1.24,21.56,0.79,,
2025,京都サンガF.C.,福岡　慎平,MF,31,0,1,23.06,0.91,,,,
2025,京都サンガF.C.,原　大智,FW,34,5,8,50.05,1.57,29.17,0.92,9.10,0.29
2025,京都サンガF.C.,松田　天馬,MF,24,3,0,,,,,10.57,0.81
2025,京都サンガF.C.,福田　心之助,DF,31,4,1,29.94,1.26,15.61,0.66,13.89,0.58
2025,京都サンガF.C.,川﨑　颯太,MF,23,4,1,23.03,1.16,9.20,0.46,9.51,0.48
2025,京都サンガF.C.,須貝　英大,DF,37,2,4,28.40,0.96,16.77,0.57,3.81,0.13
2025,京都サンガF.C.,宮本　優太,DF,33,0,0,32.86,1.09,,,,
2025,京都サンガF.C.,佐藤　響,MF,35,0,0,25.29,1.08,,,,
2025,京都サンガF.C.,マルコ　トゥーリオ,FW,18,7,0,,,28.34,2.18,22.07,1.70
2025,京都サンガF.C.,ラファエル　エリアス,FW,27,18,4,27.04,1.22,46.42,2.09,42.74,1.93
2025,京都サンガF.C.,ジョアン　ペドロ,MF,23,1,0,,,12.31,0.91,,
2025,京都サンガF.C.,長沢　駿,FW,22,3,0,,,13.90,1.47,7.64,0.81
2025,京都サンガF.C.,米本　拓司,MF,19,2,0,,,,,5.25,0.86
2025,セレッソ大阪,畠中　槙之輔,DF,33,0,0,38.28,1.19,,,,
2025,セレッソ大阪,ラファエル　ハットン,FW,36,18,2,32.58,1.14,50.70,1.77,44.88,1.56
2025,セレッソ大阪,中島　元彦,FW,36,5,2,37.47,1.48,47.85,1.89,12.30,0.49
2025,セレッソ大阪,本間　至恩,MF,18,0,0,,,10.71,1.47,,
2025,セレッソ大阪,ルーカス　フェルナンデス,MF,32,7,15,70.51,2.57,33.30,1.21,17.67,0.64
2025,セレッソ大阪,奥田　勇斗,DF,31,0,0,50.49,1.89,12.35,0.46,,
2025,セレッソ大阪,田中　駿汰,MF,29,3,0,44.06,1.74,15.79,0.62,9.67,0.38
2025,セレッソ大阪,北野　颯太,FW,19,4,4,29.52,1.88,25.55,1.62,13.63,0.87
2025,セレッソ大阪,柴山　昌也,MF,30,4,2,32.52,2.30,17.18,1.22,13.50,0.96
2025,セレッソ大阪,阪田　澪哉,MF,22,0,0,,,9.80,1.26,,
2025,セレッソ大阪,古山　兼悟,FW,7,2,0,,,,,5.67,3.19
2025,セレッソ大阪,ヴィトール　ブエノ,FW,17,3,0,,,,,7.58,1.40
2025,セレッソ大阪,チアゴ　アンドラーデ,FW,34,4,4,35.98,1.77,28.53,1.40,11.76,0.58
2025,セレッソ大阪,香川　真司,MF,33,2,2,45.85,2.36,,,6.12,0.32
2025,ファジアーノ岡山,藤田　息吹,MF,27,0,1,26.29,1.03,,,,
2025,ファジアーノ岡山,松本　昌也,MF,28,1,0,21.53,1.27,,,2.90,0.17
2025,ファジアーノ岡山,江坂　任,MF,38,6,5,48.86,1.51,32.46,1.01,15.28,0.47
2025,ファジアーノ岡山,一美　和成,FW,32,5,0,,,17.13,1.13,10.84,0.71
2025,ファジアーノ岡山,田上　大地,DF,31,1,0,,,8.80,0.29,2.90,0.09
2025,ファジアーノ岡山,神谷　優太,MF,36,1,3,20.34,1.19,9.83,0.57,4.37,0.26
2025,ファジアーノ岡山,鈴木　喜丈,DF,18,0,0,20.52,1.26,,,,
2025,ファジアーノ岡山,立田　悠悟,DF,28,0,1,22.82,0.84,,,,
2025,ファジアーノ岡山,ルカオ,FW,38,5,1,24.80,1.06,30.56,1.30,11.42,0.49
2025,ファジアーノ岡山,加藤　聖,MF,25,0,0,,,8.85,0.45,,
2025,ファジアーノ岡山,岩渕　弘人,MF,32,3,0,,,15.10,1.27,11.11,0.94
2025,ファジアーノ岡山,木村　太哉,MF,37,4,1,23.11,0.94,21.74,0.89,8.92,0.36
2025,ファジアーノ岡山,工藤　孝太,DF,25,0,1,19.60,0.90,,,,
2025,ファジアーノ岡山,田部井　涼,MF,25,1,0,,,12.26,0.68,5.62,0.31
2025,ファジアーノ岡山,佐藤　龍之介,MF,28,6,2,35.81,1.58,24.49,1.08,20.41,0.90
2025,アビスパ福岡,ウェリントン,FW,30,2,0,,,11.83,1.04,5.83,0.51
2025,アビスパ福岡,名古　新太郎,MF,38,2,6,35.90,1.34,31.22,1.16,4.52,0.17
2025,アビスパ福岡,志知　孝明,DF,22,0,0,22.22,1.22,,,,
2025,アビスパ福岡,前嶋　洋太,DF,27,0,2,25.27,1.19,,,,
2025,アビスパ福岡,松岡　大起,MF,36,1,0,32.87,0.94,22.76,0.65,6.49,0.19
2025,アビスパ福岡,上島　拓巳,DF,27,2,0,20.28,1.01,,,5.05,0.25
2025,アビスパ福岡,紺野　和也,MF,36,3,0,42.79,1.68,37.90,1.49,11.27,0.44
2025,アビスパ福岡,見木　友哉,MF,29,6,1,49.31,1.83,40.29,1.49,11.42,0.42
2025,アビスパ福岡,藤本　一輝,FW,31,1,2,30.84,1.50,16.25,0.79,5.61,0.27
2025,アビスパ福岡,安藤　智哉,DF,36,4,0,37.90,1.07,14.52,0.41,10.75,0.30
2025,アビスパ福岡,ナッシム　ベン　カリファ,FW,13,1,0,,,,,3.86,0.87
2025,アビスパ福岡,碓井　聖生,FW,11,3,0,,,9.17,1.13,6.98,0.86
2025,アビスパ福岡,橋本　悠,DF,25,0,3,22.85,1.83,9.63,0.77,,
2025,アビスパ福岡,シャハブ　ザヘディ,FW,21,0,0,,,10.13,0.95,,
2025,水戸ホーリーホック,加藤　千尋,MF,20,2,4,19.43,1.31,,,7.01,0.47
2025,水戸ホーリーホック,渡邉　新太,FW,31,13,7,33.40,1.30,47.21,1.84,38.03,1.48
2025,水戸ホーリーホック,飯田　貴敬,DF,37,1,5,49.87,1.35,,,,
2025,水戸ホーリーホック,奥田　晃也,FW,28,2,0,,,,,7.26,0.54
2025,水戸ホーリーホック,久保　征一郎,FW,21,4,0,,,9.90,1.71,12.84,2.22
2025,水戸ホーリーホック,津久井　匠海,MF,18,2,2,28.82,1.72,21.28,1.27,6.74,0.40
2025,水戸ホーリーホック,長尾　優斗,MF,24,0,0,,,11.52,0.93,,
2025,水戸ホーリーホック,大崎　航詩,DF,31,2,3,35.13,1.16,14.83,0.49,9.86,0.33
2025,水戸ホーリーホック,鷹啄　トラビス,DF,30,1,0,23.49,0.81,10.01,0.34,,
2025,水戸ホーリーホック,寺沼　星文,FW,11,3,0,,,11.88,1.81,9.62,1.46
2025,水戸ホーリーホック,大森　渚生,DF,38,3,4,63.57,1.67,25.27,0.66,12.42,0.33
2025,水戸ホーリーホック,板倉　健太,DF,36,0,1,28.61,0.82,,,,
2025,水戸ホーリーホック,齋藤　俊輔,MF,27,8,1,32.49,1.78,32.28,1.77,32.80,1.80
2025,水戸ホーリーホック,山本　隼大,MF,38,5,2,34.02,1.42,25.05,1.05,20.75,0.87
2025,ジェフユナイテッド千葉,呉屋　大翔,FW,29,6,0,,,,,16.91,1.70
2025,ジェフユナイテッド千葉,石川　大地,FW,29,10,0,,,31.29,1.25,18.33,0.73
2025,ジェフユナイテッド千葉,髙橋　壱晟,MF,37,2,1,62.96,1.70,26.43,0.71,8.57,0.23
2025,ジェフユナイテッド千葉,イサカ　ゼイン,MF,14,2,1,24.71,1.82,,,6.89,0.51
2025,ジェフユナイテッド千葉,品田　愛斗,MF,32,0,3,24.73,1.39,15.92,0.90,,
2025,ジェフユナイテッド千葉,椿　直起,MF,38,4,5,53.58,1.85,18.38,0.63,8.42,0.29
2025,ジェフユナイテッド千葉,田中　和樹,FW,21,3,2,24.86,1.46,,,10.61,0.62
2025,ジェフユナイテッド千葉,横山　暁之,MF,30,3,2,32.62,1.67,17.42,0.89,6.29,0.32
2025,ジェフユナイテッド千葉,カルリーニョス　ジュニオ,FW,30,10,0,,,30.56,1.62,25.05,1.33
2025,ジェフユナイテッド千葉,日高　大,MF,29,1,3,35.61,1.57,14.87,0.66,,
2025,ジェフユナイテッド千葉,杉山　直宏,MF,27,2,0,,,23.57,2.25,8.94,0.85
2025,ジェフユナイテッド千葉,エドゥアルド,MF,25,3,5,39.42,1.96,21.37,1.06,14.19,0.71
2025,ジェフユナイテッド千葉,鈴木　大輔,DF,30,2,0,33.95,1.21,,,,
2025,ジェフユナイテッド千葉,田口　泰士,MF,29,0,5,28.17,1.43,17.52,0.89,,
2025,ＦＣ東京,橋本　拳人,MF,28,0,2,25.06,1.17,,,,
2025,ＦＣ東京,小泉　慶,MF,30,1,0,,,12.23,0.65,,
2025,ＦＣ東京,白井　康介,DF,20,1,0,,,,,3.37,0.24
2025,ＦＣ東京,仲川　輝人,FW,33,2,0,,,14.06,0.85,,
2025,ＦＣ東京,アレクサンダー　ショルツ,DF,16,2,0,22.43,1.40,,,,
2025,ＦＣ東京,山下　敬大,FW,12,1,0,,,6.95,1.54,2.90,0.64
2025,ＦＣ東京,高　宇洋,MF,33,2,4,45.46,1.47,18.30,0.59,8.08,0.26
2025,ＦＣ東京,遠藤　渓太,MF,23,5,0,28.53,1.62,22.06,1.25,13.02,0.74
2025,ＦＣ東京,エンリケ　トレヴィザン,DF,10,1,0,,,,,2.94,0.38
2025,ＦＣ東京,長倉　幹樹,FW,11,4,0,,,24.05,2.84,13.71,1.62
2025,ＦＣ東京,安斎　颯馬,MF,30,2,3,23.23,1.23,13.87,0.73,5.56,0.29
2025,ＦＣ東京,佐藤　恵允,FW,36,7,5,35.87,1.45,22.79,0.92,18.10,0.73
2025,ＦＣ東京,土肥　幹太,DF,21,0,1,20.72,1.05,,,,
2025,ＦＣ東京,俵積田　晃太,MF,34,2,2,33.96,1.48,20.90,0.91,5.69,0.25
2025,ＦＣ東京,マルセロ　ヒアン,FW,30,8,0,,,42.13,2.17,19.33,0.99
2025,ＦＣ東京,森重　真人,DF,23,1,0,24.13,1.19,,,,
2025,ＦＣ東京,長友　佑都,DF,27,0,2,23.54,1.23,,,,
2025,ＦＣ町田ゼルビア,昌子　源,DF,38,3,1,41.38,1.09,,,,
2025,ＦＣ町田ゼルビア,ミッチェル　デューク,FW,25,3,0,,,9.76,1.11,7.37,0.84
2025,ＦＣ町田ゼルビア,中山　雄太,DF,32,1,2,38.47,1.37,17.79,0.63,5.26,0.19
2025,ＦＣ町田ゼルビア,下田　北斗,MF,35,1,2,33.39,1.48,17.22,0.76,,
2025,ＦＣ町田ゼルビア,前　寛之,MF,33,0,2,31.82,1.03,,,,
2025,ＦＣ町田ゼルビア,岡村　大八,DF,32,4,2,27.17,0.91,12.81,0.43,10.84,0.36
2025,ＦＣ町田ゼルビア,西村　拓真,FW,30,7,3,22.98,0.95,25.47,1.05,16.44,0.68
2025,ＦＣ町田ゼルビア,オ　セフン,FW,31,2,0,,,20.41,1.25,5.79,0.36
2025,ＦＣ町田ゼルビア,相馬　勇紀,FW,34,9,10,70.20,2.33,48.10,1.60,33.66,1.12
2025,ＦＣ町田ゼルビア,仙頭　啓矢,MF,26,1,0,,,10.57,1.04,,
2025,ＦＣ町田ゼルビア,藤尾　翔太,FW,35,3,0,,,,,6.40,0.40
2025,ＦＣ町田ゼルビア,ナ　サンホ,FW,33,6,0,,,18.68,1.33,16.63,1.18
2025,ＦＣ町田ゼルビア,菊池　流帆,DF,9,2,0,,,,,4.31,0.55
2025,ＦＣ町田ゼルビア,林　幸多郎,DF,33,4,1,27.54,0.96,,,8.13,0.28
2025,ＦＣ町田ゼルビア,望月　ヘンリー海輝,DF,32,1,1,37.08,1.37,15.50,0.57,,
2025,ＦＣ町田ゼルビア,ドレシェヴィッチ,DF,33,1,1,25.20,0.95,,,,
2025,横浜Ｆ・マリノス,松原　健,DF,21,0,0,23.33,1.30,,,,
2025,横浜Ｆ・マリノス,喜田　拓也,MF,26,2,0,,,13.57,0.59,9.00,0.39
2025,横浜Ｆ・マリノス,天野　純,MF,33,5,0,,,19.30,1.64,10.88,0.92
2025,横浜Ｆ・マリノス,渡辺　皓太,MF,31,0,2,26.17,1.24,,,,
2025,横浜Ｆ・マリノス,トーマス　デン,DF,22,0,0,20.06,1.00,,,,
2025,横浜Ｆ・マリノス,アンデルソン　ロペス,FW,20,2,0,,,14.53,0.77,,
2025,横浜Ｆ・マリノス,永戸　勝也,DF,17,1,2,20.48,1.46,,,3.96,0.28
