year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2021,Ｖ・ファーレン長崎,澤田　崇,MF,36,3,3,46.35,1.54,12.94,0.43,6.47,0.22
2021,Ｖ・ファーレン長崎,米田　隼也,DF,34,2,3,47.62,2.02,20.35,0.86,6.56,0.28
2021,Ｖ・ファーレン長崎,名倉　巧,MF,25,3,1,30.41,1.82,30.08,1.80,8.74,0.52
2021,Ｖ・ファーレン長崎,カイオ　セザール,MF,40,4,5,62.30,1.61,29.11,0.75,14.79,0.38
2021,Ｖ・ファーレン長崎,エジガル　ジュニオ,FW,32,15,4,31.66,1.17,43.38,1.61,45.85,1.70
2021,Ｖ・ファーレン長崎,ルアン,MF,16,1,0,,,16.52,1.74,,
2021,Ｖ・ファーレン長崎,植中　朝日,FW,19,10,0,,,26.40,2.44,28.74,2.65
2021,Ｖ・ファーレン長崎,加藤　聖,DF,21,2,0,,,,,8.07,0.54
2021,Ｖ・ファーレン長崎,毎熊　晟矢,DF,38,3,10,76.32,2.02,13.80,0.37,7.68,0.20
2021,Ｖ・ファーレン長崎,鍬先　祐弥,MF,33,1,1,31.30,1.51,,,,
2021,Ｖ・ファーレン長崎,ウェリントン　ハット,MF,21,7,2,39.27,2.25,24.73,1.42,25.73,1.47
2021,Ｖ・ファーレン長崎,都倉　賢,FW,37,7,0,,,30.01,1.46,13.26,0.65
2021,横浜ＦＣ,小川　慶治朗,MF,23,1,0,,,13.74,1.18,,
2021,横浜ＦＣ,手塚　康平,MF,15,2,0,20.06,1.55,11.27,0.87,7.96,0.62
2021,横浜ＦＣ,ジャーメイン　良,FW,31,2,0,,,14.79,0.81,4.36,0.24
2021,横浜ＦＣ,前嶋　洋太,DF,26,1,1,26.05,1.36,,,,
2021,横浜ＦＣ,クレーベ,FW,20,3,0,,,21.42,1.65,6.34,0.49
2021,横浜ＦＣ,フェリペ　ヴィゼウ,FW,13,2,0,,,,,5.97,1.11
2021,横浜ＦＣ,安永　玲央,MF,27,1,2,17.67,0.91,12.51,0.65,,
2021,横浜ＦＣ,袴田　裕太郎,DF,28,2,0,23.46,1.16,,,5.49,0.27
2021,横浜ＦＣ,マギーニョ,DF,24,0,0,20.87,1.07,7.42,0.38,,
2021,横浜ＦＣ,高木　友也,DF,29,1,3,29.82,1.53,,,5.13,0.26
2021,横浜ＦＣ,松尾　佑介,MF,30,3,1,29.55,1.17,24.42,0.96,11.36,0.45
2021,横浜ＦＣ,瀬古　樹,MF,33,1,7,44.19,1.43,22.62,0.73,,
2021,横浜ＦＣ,サウロ　ミネイロ,FW,11,4,0,,,14.97,1.98,11.85,1.57
2021,横浜ＦＣ,渡邉　千真,FW,30,4,0,,,13.37,0.90,14.55,0.98
2021,横浜ＦＣ,伊野波　雅彦,DF,19,0,1,18.38,1.08,,,,
2021,横浜ＦＣ,松浦　拓弥,MF,19,1,0,,,,,6.77,0.63
2021,横浜ＦＣ,高橋　秀人,DF,22,0,1,18.45,0.86,,,,
2021,湘南ベルマーレ,岡本　拓也,DF,37,4,1,35.55,1.20,14.37,0.49,11.83,0.40
2021,湘南ベルマーレ,ウェリントン,FW,26,6,0,,,32.81,1.83,16.73,0.93
2021,湘南ベルマーレ,名古　新太郎,MF,19,3,0,,,13.58,1.06,9.13,0.71
2021,湘南ベルマーレ,高橋　諒,MF,30,2,2,26.20,1.15,7.12,0.31,7.59,0.33
2021,湘南ベルマーレ,石原　広教,DF,37,0,1,36.52,1.07,,,,
2021,湘南ベルマーレ,町野　修斗,FW,31,4,4,26.21,1.32,18.68,0.94,11.52,0.58
2021,湘南ベルマーレ,大橋　祐紀,FW,31,4,3,24.04,1.09,27.50,1.24,10.99,0.50
2021,湘南ベルマーレ,田中　聡,MF,36,2,1,35.78,1.21,9.13,0.31,5.40,0.18
2021,湘南ベルマーレ,舘　幸希,DF,29,0,0,24.62,1.06,,,,
2021,湘南ベルマーレ,畑　大雅,DF,22,0,2,23.15,1.47,,,,
2021,湘南ベルマーレ,タリク,FW,19,2,0,,,14.09,1.16,5.55,0.46
2021,湘南ベルマーレ,山田　直輝,MF,37,5,1,34.48,1.29,21.06,0.79,13.32,0.50
2021,湘南ベルマーレ,茨田　陽生,MF,27,1,3,23.07,1.51,,,,
2021,湘南ベルマーレ,古林　将太,MF,27,1,0,,,6.22,0.73,5.73,0.68
2021,アルビレックス新潟,鈴木　孝司,FW,33,9,0,,,31.70,1.36,19.31,0.83
2021,アルビレックス新潟,堀米　悠斗,DF,41,1,4,78.55,2.15,,,4.84,0.13
2021,アルビレックス新潟,島田　譲,MF,38,2,3,56.75,1.90,20.85,0.70,7.55,0.25
2021,アルビレックス新潟,福田　晃斗,MF,21,1,0,31.24,2.21,,,,
2021,アルビレックス新潟,星　雄次,DF,31,2,0,,,,,5.32,0.50
2021,アルビレックス新潟,高　宇洋,MF,41,1,1,66.05,1.78,13.03,0.35,,
2021,アルビレックス新潟,本間　至恩,MF,32,5,6,68.70,2.76,26.96,1.08,15.68,0.63
2021,アルビレックス新潟,谷口　海斗,FW,42,13,1,29.60,1.16,48.62,1.91,41.34,1.62
2021,アルビレックス新潟,藤原　奏哉,MF,40,0,2,65.11,1.83,11.12,0.31,,
2021,アルビレックス新潟,矢村　健,FW,15,3,0,,,,,9.38,2.33
2021,アルビレックス新潟,三戸　舜介,MF,25,2,0,,,19.82,1.52,10.35,0.80
2021,アルビレックス新潟,千葉　和彦,DF,39,2,1,75.95,1.96,11.49,0.30,,
2021,アルビレックス新潟,舞行龍ジェームズ,DF,36,0,0,69.75,1.97,,,,
2021,アルビレックス新潟,ロメロ　フランク,MF,28,6,0,,,24.10,1.37,11.40,0.65
2021,アルビレックス新潟,高木　善朗,MF,42,10,14,84.91,2.13,54.20,1.36,30.11,0.75
2021,ジュビロ磐田,大森　晃太郎,MF,37,1,7,66.16,2.79,18.57,0.78,,
2021,ジュビロ磐田,鈴木　雄斗,MF,41,8,6,89.42,2.36,26.21,0.69,24.01,0.63
2021,ジュビロ磐田,松本　昌也,MF,40,4,7,71.91,2.12,21.99,0.65,10.31,0.30
2021,ジュビロ磐田,ルキアン,FW,41,22,8,58.30,1.51,81.20,2.11,50.84,1.32
2021,ジュビロ磐田,小川　航基,FW,24,1,0,,,15.35,4.30,,
2021,ジュビロ磐田,伊藤　洋輝,MF,20,2,0,,,,,6.51,0.47
2021,ジュビロ磐田,山本　義道,DF,35,1,0,43.85,1.39,,,,
2021,ジュビロ磐田,鹿沼　直生,MF,19,1,0,,,,,5.10,0.90
2021,ジュビロ磐田,遠藤　保仁,MF,35,3,5,106.07,3.25,12.84,0.39,9.40,0.29
2021,ジュビロ磐田,山本　康裕,MF,40,5,6,97.06,2.46,21.86,0.56,18.27,0.46
2021,ジュビロ磐田,大津　祐樹,FW,40,6,3,48.96,2.23,27.86,1.27,19.79,0.90
2021,ジュビロ磐田,小川　大貴,DF,25,3,2,46.23,2.87,12.70,0.79,10.08,0.63
2021,ジュビロ磐田,山田　大記,MF,38,11,2,75.60,2.20,46.10,1.34,29.02,0.84
2021,北海道コンサドーレ札幌,福森　晃斗,DF,32,1,5,62.31,2.00,19.17,0.62,,
2021,北海道コンサドーレ札幌,青木　亮太,MF,31,4,0,,,28.67,1.47,8.05,0.41
2021,北海道コンサドーレ札幌,岡村　大八,DF,21,1,0,,,,,5.69,1.12
2021,北海道コンサドーレ札幌,チャナティップ,MF,23,1,6,39.31,1.90,19.32,0.94,,
2021,北海道コンサドーレ札幌,菅　大輝,FW,36,1,2,34.41,1.38,22.53,0.91,,
2021,北海道コンサドーレ札幌,アンデルソン　ロペス,FW,14,12,0,,,34.82,2.57,20.17,1.49
2021,北海道コンサドーレ札幌,ルーカス　フェルナンデス,MF,27,2,2,36.07,1.88,12.72,0.66,6.00,0.31
2021,北海道コンサドーレ札幌,金子　拓郎,MF,38,7,2,99.16,2.78,42.44,1.19,25.40,0.71
2021,北海道コンサドーレ札幌,高嶺　朋樹,MF,38,1,0,48.26,1.65,,,5.71,0.19
2021,北海道コンサドーレ札幌,田中　駿汰,DF,37,1,1,60.63,1.66,,,,
2021,北海道コンサドーレ札幌,ドウグラス　オリヴェイラ,FW,21,2,0,,,,,6.99,1.90
2021,北海道コンサドーレ札幌,小柏　剛,FW,30,7,4,40.02,1.54,33.39,1.29,19.71,0.76
2021,北海道コンサドーレ札幌,ミラン　トゥチッチ,FW,11,2,0,,,,,5.75,1.15
2021,北海道コンサドーレ札幌,ジェイ,FW,24,1,0,,,11.56,1.19,,
2021,北海道コンサドーレ札幌,宮澤　裕樹,MF,29,0,0,44.69,1.66,,,,
2021,北海道コンサドーレ札幌,駒井　善成,MF,37,2,4,69.62,1.99,14.91,0.43,7.01,0.20
2021,サガン鳥栖,酒井　宣福,MF,29,8,0,,,18.15,1.08,21.44,1.27
2021,サガン鳥栖,白崎　凌兵,MF,12,1,0,,,10.05,0.93,,
2021,サガン鳥栖,ファン　ソッコ,DF,28,0,1,33.96,1.43,,,,
2021,サガン鳥栖,エドゥアルド,DF,36,3,3,53.75,1.51,13.90,0.39,10.17,0.29
2021,サガン鳥栖,小屋松　知哉,MF,37,6,3,37.62,1.41,21.47,0.80,13.74,0.51
2021,サガン鳥栖,朴　一圭,GK,38,0,0,24.40,0.64,,,,
2021,サガン鳥栖,岩崎　悠人,FW,13,1,0,,,,,2.90,0.46
2021,サガン鳥栖,中野　嘉大,MF,29,1,1,42.64,2.00,9.17,0.43,5.12,0.24
2021,サガン鳥栖,山下　敬大,FW,35,9,0,,,25.76,1.36,25.73,1.36
2021,サガン鳥栖,仙頭　啓矢,MF,38,3,2,74.78,2.18,36.24,1.06,7.20,0.21
2021,サガン鳥栖,飯野　七聖,MF,35,0,2,46.99,1.59,,,,
2021,サガン鳥栖,松岡　大起,MF,21,0,2,28.07,1.38,,,,
2021,サガン鳥栖,中野　伸哉,DF,34,0,2,28.33,1.42,,,,
2021,サガン鳥栖,樋口　雄太,MF,37,6,6,55.45,1.56,32.36,0.91,23.23,0.66
2021,サガン鳥栖,本田　風智,MF,17,1,0,,,12.95,1.54,4.33,0.52
2021,サガン鳥栖,林　大地,FW,20,4,0,,,17.31,1.15,9.84,0.65
2021,徳島ヴォルティス,岩尾　憲,MF,37,3,4,65.28,1.87,16.40,0.47,3.57,0.10
2021,徳島ヴォルティス,杉森　考起,MF,24,0,0,,,7.80,0.62,,
2021,徳島ヴォルティス,福岡　将太,DF,29,0,0,32.69,1.29,,,,
2021,徳島ヴォルティス,河田　篤秀,FW,16,0,0,,,8.04,1.96,,
2021,徳島ヴォルティス,一美　和成,FW,12,2,0,,,,,5.22,1.17
2021,徳島ヴォルティス,西谷　和希,MF,22,1,3,25.46,1.48,11.17,0.65,2.95,0.17
2021,徳島ヴォルティス,垣田　裕暉,FW,36,8,2,26.63,1.02,22.66,0.87,25.36,0.97
2021,徳島ヴォルティス,岸本　武流,MF,36,5,2,50.62,1.46,17.34,0.50,15.63,0.45
2021,徳島ヴォルティス,小西　雄大,MF,28,1,0,,,,,4.07,0.38
2021,徳島ヴォルティス,宮代　大聖,FW,32,7,2,29.35,1.03,28.30,1.00,18.77,0.66
2021,徳島ヴォルティス,ジエゴ,DF,33,0,0,27.25,1.15,,,,
2021,徳島ヴォルティス,藤原　志龍,MF,15,0,0,,,11.08,1.08,,
2021,徳島ヴォルティス,鈴木　徳真,MF,32,0,2,26.63,1.17,11.41,0.50,,
2021,徳島ヴォルティス,渡井　理己,MF,27,1,0,,,11.85,0.83,4.07,0.28
2021,徳島ヴォルティス,藤田　譲瑠チマ,MF,28,1,1,26.60,1.63,,,4.02,0.25
2021,徳島ヴォルティス,カカ,DF,26,1,0,23.80,0.94,,,,
2021,徳島ヴォルティス,ムシャガ　バケンガ,FW,9,1,0,,,,,4.99,0.89
2021,大分トリニータ,小林　裕紀,MF,25,0,0,19.48,1.02,,,,
2021,大分トリニータ,町田　也真人,MF,32,8,0,37.62,1.43,21.59,0.82,19.04,0.72
2021,大分トリニータ,三竿　雄斗,DF,36,1,2,44.39,1.29,,,2.95,0.09
2021,大分トリニータ,下田　北斗,MF,32,1,6,59.63,1.94,15.79,0.51,3.16,0.10
2021,大分トリニータ,伊佐　耕平,FW,26,2,0,,,10.54,0.90,6.06,0.52
2021,大分トリニータ,小林　成豪,MF,25,1,0,,,10.41,0.74,3.16,0.22
2021,大分トリニータ,香川　勇気,DF,30,1,2,25.10,1.03,6.74,0.28,,
2021,大分トリニータ,渡邉　新太,FW,31,4,0,27.76,1.41,25.07,1.28,7.37,0.37
2021,大分トリニータ,呉屋　大翔,FW,14,2,0,,,7.18,0.98,5.30,0.72
2021,大分トリニータ,坂　圭祐,DF,18,0,0,20.54,1.19,,,,
2021,大分トリニータ,小出　悠太,DF,24,1,0,19.82,0.95,,,3.84,0.18
2021,大分トリニータ,高澤　優也,FW,15,0,0,,,4.94,0.77,,
2021,大分トリニータ,羽田　健人,DF,25,0,0,18.36,1.00,,,,
2021,大分トリニータ,井上　健太,MF,23,0,1,17.18,1.21,,,,
2021,大分トリニータ,エンリケ　トレヴィザン,DF,28,2,0,,,9.52,0.42,5.09,0.22
2021,大分トリニータ,長沢　駿,FW,32,4,0,,,26.85,1.38,9.40,0.48
2021,ベガルタ仙台,石原　崇兆,MF,35,0,1,38.57,1.26,,,,
2021,ベガルタ仙台,吉野　恭平,DF,31,2,0,26.13,0.90,,,4.16,0.14
2021,ベガルタ仙台,蜂須賀　孝治,DF,32,1,3,28.06,2.15,8.70,0.67,,
2021,ベガルタ仙台,赤崎　秀平,FW,33,1,0,,,13.38,0.64,,
2021,ベガルタ仙台,松下　佳貴,MF,28,2,0,26.58,1.28,13.08,0.63,8.14,0.39
2021,ベガルタ仙台,加藤　千尋,MF,34,3,0,20.34,1.00,19.93,0.98,8.25,0.40
2021,ベガルタ仙台,西村　拓真,FW,32,6,2,27.88,1.16,28.59,1.19,18.11,0.76
2021,ベガルタ仙台,上原　力也,MF,34,1,5,40.56,1.42,14.17,0.50,,
2021,ベガルタ仙台,富樫　敬真,FW,12,3,0,,,,,8.65,0.91
2021,ベガルタ仙台,マルティノス,FW,15,3,0,,,14.63,1.81,10.55,1.31
2021,ベガルタ仙台,真瀬　拓海,DF,37,2,1,38.94,1.23,,,5.80,0.18
2021,ベガルタ仙台,アピアタウィア　久,DF,29,1,0,19.85,0.86,,,,
2021,ベガルタ仙台,氣田　亮真,MF,29,3,0,22.86,1.33,16.34,0.95,7.31,0.43
2021,ベガルタ仙台,フェリペ　カルドーゾ,FW,23,1,0,,,9.04,1.11,4.02,0.49
2021,ベガルタ仙台,関口　訓充,MF,28,1,0,,,13.42,0.65,4.07,0.20
2022,鹿島アントラーズ,仲間　隼斗,MF,19,2,0,,,10.46,1.07,6.05,0.62
2022,鹿島アントラーズ,安西　幸輝,DF,33,0,1,46.27,1.67,11.07,0.40,,
2022,鹿島アントラーズ,広瀬　陸斗,DF,20,0,3,24.47,1.70,,,,
2022,鹿島アントラーズ,鈴木　優磨,FW,32,7,9,56.04,1.87,22.42,0.75,17.87,0.60
2022,鹿島アントラーズ,三竿　健斗,MF,33,2,0,34.43,1.10,,,4.45,0.14
2022,鹿島アントラーズ,和泉　竜司,MF,30,1,4,29.53,1.29,10.89,0.48,2.88,0.13
2022,鹿島アントラーズ,常本　佳吾,DF,28,0,1,43.39,1.80,,,,
2022,鹿島アントラーズ,関川　郁万,DF,32,0,0,24.95,0.94,,,,
2022,鹿島アントラーズ,上田　綺世,FW,18,10,0,,,33.53,2.06,35.12,2.16
2022,鹿島アントラーズ,荒木　遼太郎,MF,13,1,0,,,5.97,1.01,4.33,0.73
2022,鹿島アントラーズ,樋口　雄太,MF,32,2,8,39.24,1.46,23.92,0.89,7.29,0.27
2022,鹿島アントラーズ,エヴェラウド,FW,19,5,0,,,10.80,1.79,12.21,2.03
2022,鹿島アントラーズ,アルトゥール　カイキ,MF,29,9,3,25.15,1.10,31.35,1.37,25.60,1.12
2022,鹿島アントラーズ,ディエゴ　ピトゥカ,MF,28,1,2,39.53,1.69,18.26,0.78,,
2022,鹿島アントラーズ,エレケ,FW,4,1,0,,,,,2.96,1.89
2022,浦和レッズ,岩尾　憲,MF,29,1,6,42.35,1.59,,,,
2022,浦和レッズ,岩波　拓也,DF,31,3,1,38.52,1.30,12.55,0.42,13.07,0.44
2022,浦和レッズ,関根　貴大,MF,30,1,2,26.33,1.47,17.42,0.97,,
2022,浦和レッズ,馬渡　和彰,DF,19,1,0,,,,,3.74,0.34
2022,浦和レッズ,小泉　佳穂,MF,27,3,2,33.13,1.79,15.93,0.86,7.62,0.41
2022,浦和レッズ,江坂　任,MF,30,2,1,42.33,1.96,19.06,0.88,3.52,0.16
2022,浦和レッズ,アレクサンダー　ショルツ,DF,32,6,0,35.76,1.16,,,,
2022,浦和レッズ,松尾　佑介,MF,25,4,3,25.81,1.73,25.15,1.69,10.70,0.72
2022,浦和レッズ,大久保　智明,MF,23,1,5,29.92,2.02,13.13,0.89,,
2022,浦和レッズ,松崎　快,MF,11,1,0,,,,,3.46,0.84
2022,浦和レッズ,明本　考浩,MF,31,0,5,31.97,1.37,14.18,0.61,,
2022,浦和レッズ,伊藤　敦樹,MF,28,4,3,30.86,1.31,13.51,0.58,11.04,0.47
2022,浦和レッズ,キャスパー　ユンカー,FW,21,7,0,,,29.02,2.37,19.15,1.57
2022,浦和レッズ,ダヴィド　モーベルグ,MF,20,8,0,,,23.14,1.98,21.36,1.83
2022,浦和レッズ,アレックス　シャルク,FW,12,1,0,,,,,2.96,0.46
2022,柏レイソル,ドウグラス,FW,10,4,0,,,14.18,1.92,8.95,1.21
2022,柏レイソル,小屋松　知哉,MF,33,4,5,34.10,1.52,21.25,0.94,10.19,0.45
2022,柏レイソル,椎橋　慧也,MF,31,1,1,31.32,1.23,14.47,0.57,,
2022,柏レイソル,大南　拓磨,DF,26,2,2,30.23,1.27,7.19,0.30,5.82,0.24
2022,柏レイソル,三丸　拡,DF,31,1,1,40.37,1.33,7.00,0.23,5.11,0.17
2022,柏レイソル,古賀　太陽,DF,32,0,2,44.20,1.38,,,,
2022,柏レイソル,戸嶋　祥郎,MF,26,2,1,19.47,1.18,6.92,0.42,8.10,0.49
2022,柏レイソル,森　海渡,FW,15,4,0,,,,,13.71,3.97
2022,柏レイソル,細谷　真大,FW,33,8,4,23.44,0.88,33.73,1.27,24.04,0.91
2022,柏レイソル,マテウス　サヴィオ,MF,32,6,5,58.71,2.08,34.87,1.24,14.05,0.50
2022,柏レイソル,ドッジ,MF,29,1,1,23.44,1.22,11.30,0.59,,
2022,柏レイソル,武藤　雄樹,FW,19,7,0,,,22.03,2.82,22.41,2.87
2022,柏レイソル,高橋　祐治,DF,29,1,0,21.34,0.75,,,5.13,0.18
2022,東京ヴェルディ,杉本　竜士,MF,31,6,4,29.75,1.82,13.25,0.81,15.86,0.97
2022,東京ヴェルディ,梶川　諒太,MF,39,1,8,69.72,2.21,21.79,0.69,,
2022,東京ヴェルディ,馬場　晴也,DF,31,0,3,59.73,2.22,,,,
2022,東京ヴェルディ,新井　瑞希,MF,27,5,5,75.53,4.22,25.04,1.40,20.23,1.13
2022,東京ヴェルディ,森田　晃樹,MF,34,4,3,50.77,1.95,19.82,0.76,11.64,0.45
2022,東京ヴェルディ,ンドカ　ボニフェイス,DF,32,3,1,46.54,1.60,,,6.66,0.23
2022,東京ヴェルディ,染野　唯月,FW,16,4,0,,,,,7.86,0.64
2022,東京ヴェルディ,深澤　大輝,DF,32,3,2,49.03,1.90,,,10.81,0.42
2022,東京ヴェルディ,佐藤　凌我,FW,40,13,2,33.43,1.23,32.77,1.21,31.66,1.17
2022,東京ヴェルディ,谷口　栄斗,DF,34,1,1,57.13,1.79,,,,
2022,東京ヴェルディ,河村　慶人,FW,28,3,0,,,12.57,0.68,,
2022,東京ヴェルディ,加藤　蓮,DF,30,3,2,41.20,1.82,17.73,0.78,9.53,0.42
2022,東京ヴェルディ,バスケス　バイロン,MF,28,4,0,,,20.13,1.94,9.68,0.93
2022,東京ヴェルディ,小池　純輝,MF,29,3,0,,,19.63,1.11,6.60,0.37
2022,東京ヴェルディ,加藤　弘堅,MF,27,0,0,,,14.92,1.11,,
2022,川崎フロンターレ,レアンドロ　ダミアン,FW,23,5,0,,,21.62,1.44,17.94,1.19
2022,川崎フロンターレ,谷口　彰悟,DF,33,3,3,43.44,1.35,,,9.61,0.30
2022,川崎フロンターレ,車屋　紳太郎,DF,19,1,0,28.02,1.73,,,,
2022,川崎フロンターレ,山根　視来,DF,32,3,4,62.83,2.01,11.52,0.37,9.39,0.30
2022,川崎フロンターレ,知念　慶,FW,27,7,0,,,30.54,2.27,14.09,1.05
2022,川崎フロンターレ,脇坂　泰斗,MF,32,5,9,52.76,2.05,29.16,1.14,16.92,0.66
2022,川崎フロンターレ,ジョアン　シミッチ,MF,22,1,0,26.85,1.78,,,,
2022,川崎フロンターレ,遠野　大弥,FW,31,2,1,27.38,1.87,20.84,1.42,7.77,0.53
2022,川崎フロンターレ,宮城　天,FW,20,1,0,,,9.35,1.84,,
2022,川崎フロンターレ,橘田　健人,MF,32,2,2,51.79,1.70,11.79,0.39,4.21,0.14
2022,川崎フロンターレ,佐々木　旭,DF,21,1,2,36.19,2.10,,,,
2022,川崎フロンターレ,マルシーニョ,FW,30,12,6,41.99,1.91,33.88,1.54,34.65,1.57
2022,川崎フロンターレ,家長　昭博,MF,34,12,5,87.00,2.86,26.38,0.87,20.56,0.68
2022,川崎フロンターレ,小林　悠,FW,30,5,0,,,28.65,1.99,15.58,1.08
2022,清水エスパルス,白崎　凌兵,MF,31,4,1,33.45,1.14,17.25,0.59,11.45,0.39
2022,清水エスパルス,片山　瑛一,DF,31,2,0,23.60,0.97,13.25,0.54,4.60,0.19
2022,清水エスパルス,宮本　航汰,MF,20,0,0,19.22,1.29,,,,
2022,清水エスパルス,鈴木　義宜,DF,33,1,1,28.04,0.85,,,,
2022,清水エスパルス,神谷　優太,MF,21,1,0,,,9.67,0.76,,
2022,清水エスパルス,原　輝綺,MF,25,0,2,29.66,1.41,,,,
2022,清水エスパルス,立田　悠悟,DF,26,0,0,22.93,0.97,,,,
2022,清水エスパルス,西澤　健太,MF,10,2,0,,,,,7.58,1.23
2022,清水エスパルス,中山　克広,MF,19,2,0,,,,,8.47,0.75
2022,清水エスパルス,鈴木　唯人,MF,20,3,2,22.59,1.48,14.34,0.94,8.54,0.56
2022,清水エスパルス,カルリーニョス　ジュニオ,FW,22,3,6,24.01,1.55,19.58,1.26,7.70,0.50
2022,清水エスパルス,チアゴ　サンタナ,FW,27,14,6,23.20,0.98,39.97,1.69,38.48,1.62
2022,清水エスパルス,山原　怜音,DF,33,2,8,50.23,1.73,19.93,0.69,11.52,0.40
2022,清水エスパルス,ホナウド,MF,19,1,0,,,8.88,0.85,,
2022,清水エスパルス,ベンジャミン　コロリ,MF,20,3,0,,,12.89,2.03,10.38,1.64
2022,清水エスパルス,乾　貴士,MF,10,1,0,,,9.85,1.42,3.46,0.50
2022,京都サンガF.C.,ピーター　ウタカ,FW,29,9,2,36.06,1.54,37.68,1.61,23.42,1.00
2022,京都サンガF.C.,豊川　雄太,FW,22,2,0,,,14.83,1.23,6.36,0.53
2022,京都サンガF.C.,山﨑　凌吾,FW,15,1,0,,,7.43,0.93,3.17,0.40
